ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster,Segment
460033,Female,,45,Yes,Entertainment,5.0,Low,3.0,0,💎 High Value Professionals
460036,Male,Yes,41,Yes,,2.0,Low,1.0,2,🌱 Young Starters
460040,Female,Yes,62,Yes,Homemaker,4.0,Low,1.0,2,🌱 Young Starters
460045,Male,Yes,61,Yes,Artist,1.0,Low,2.0,0,💎 High Value Professionals
460046,Female,Yes,50,Yes,Artist,4.0,Low,2.0,3,🏠 Homemakers & Seniors
460050,Male,Yes,53,Yes,Entertainment,3.0,Low,2.0,0,💎 High Value Professionals
460051,Male,No,39,Yes,Artist,7.0,Low,1.0,3,🏠 Homemakers & Seniors
460052,Female,No,86,Yes,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
460058,Male,Yes,50,Yes,Artist,1.0,Low,1.0,0,💎 High Value Professionals
460059,Female,No,46,No,Entertainment,4.0,Low,,3,🏠 Homemakers & Seniors
460061,Male,No,52,Yes,Marketing,0.0,Low,1.0,2,🌱 Young Starters
460066,Female,No,45,No,Marketing,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
460068,Female,No,37,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
460073,Female,Yes,36,Yes,Engineer,3.0,Low,1.0,3,🏠 Homemakers & Seniors
460075,Female,No,25,Yes,Artist,,Low,1.0,3,🏠 Homemakers & Seniors
460079,Female,No,40,No,Doctor,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460081,Male,Yes,41,Yes,Artist,11.0,High,2.0,0,💎 High Value Professionals
460088,Female,Yes,25,Yes,Homemaker,,High,2.0,0,💎 High Value Professionals
460090,Male,Yes,80,No,Lawyer,4.0,Average,2.0,2,🌱 Young Starters
460093,Female,No,46,Yes,Artist,3.0,Low,1.0,3,🏠 Homemakers & Seniors
460095,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
460097,Male,,40,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
460099,Male,No,49,Yes,,1.0,Low,1.0,2,🌱 Young Starters
460101,Female,No,26,Yes,Healthcare,8.0,Low,3.0,3,🏠 Homemakers & Seniors
460103,Male,No,26,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460105,Female,No,47,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
460106,Female,Yes,71,Yes,Entertainment,0.0,Low,,0,💎 High Value Professionals
460107,Male,Yes,48,Yes,Engineer,1.0,Average,5.0,0,💎 High Value Professionals
460108,Male,Yes,39,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
460109,Male,Yes,50,Yes,Artist,8.0,Average,2.0,0,💎 High Value Professionals
460110,Female,No,46,Yes,Artist,1.0,Low,2.0,3,🏠 Homemakers & Seniors
460112,Male,Yes,26,Yes,Engineer,8.0,Average,2.0,0,💎 High Value Professionals
460116,Female,Yes,42,Yes,,1.0,Low,2.0,2,🌱 Young Starters
460118,Female,Yes,36,Yes,Artist,4.0,Low,2.0,3,🏠 Homemakers & Seniors
460119,Male,No,29,Yes,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460122,Female,No,39,No,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460124,Female,No,41,Yes,Artist,0.0,Low,3.0,3,🏠 Homemakers & Seniors
460126,Female,Yes,48,Yes,Marketing,8.0,Low,,3,🏠 Homemakers & Seniors
460134,Male,Yes,40,Yes,Entertainment,9.0,High,3.0,0,💎 High Value Professionals
460135,Female,No,25,Yes,Healthcare,4.0,Low,3.0,3,🏠 Homemakers & Seniors
460140,Female,Yes,41,Yes,Artist,7.0,Low,2.0,3,🏠 Homemakers & Seniors
460141,Male,No,37,Yes,Artist,11.0,Low,1.0,3,🏠 Homemakers & Seniors
460144,Female,No,53,Yes,Doctor,0.0,Low,,3,🏠 Homemakers & Seniors
460146,Female,Yes,51,Yes,Engineer,0.0,Average,3.0,0,💎 High Value Professionals
460147,Male,Yes,73,Yes,Entertainment,1.0,Average,3.0,0,💎 High Value Professionals
460157,Male,Yes,61,No,,1.0,Low,5.0,2,🌱 Young Starters
460160,Male,No,39,Yes,Entertainment,5.0,Low,1.0,3,🏠 Homemakers & Seniors
460162,Female,No,19,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460166,Female,No,19,No,Healthcare,0.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
460167,Female,No,23,No,Entertainment,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
460168,Male,Yes,83,Yes,Executive,0.0,High,2.0,2,🌱 Young Starters
460171,Female,Yes,62,Yes,Artist,1.0,High,2.0,0,💎 High Value Professionals
460174,Female,No,43,Yes,Artist,9.0,Low,4.0,3,🏠 Homemakers & Seniors
460175,Female,No,27,No,Artist,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
460177,Male,No,50,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
460179,Female,No,23,No,Entertainment,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
460183,Male,No,35,No,Entertainment,9.0,Low,2.0,3,🏠 Homemakers & Seniors
460185,Male,No,32,No,Healthcare,9.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
460187,Female,No,42,Yes,Doctor,2.0,Low,3.0,3,🏠 Homemakers & Seniors
460189,Male,No,33,No,Entertainment,13.0,Low,1.0,3,🏠 Homemakers & Seniors
460190,Female,No,28,Yes,Entertainment,9.0,Low,3.0,3,🏠 Homemakers & Seniors
460192,Male,Yes,35,Yes,,1.0,Low,2.0,2,🌱 Young Starters
460196,Female,No,35,Yes,Healthcare,9.0,Low,2.0,3,🏠 Homemakers & Seniors
460206,Female,Yes,39,Yes,Entertainment,0.0,Low,2.0,0,💎 High Value Professionals
460211,Male,Yes,28,,Artist,6.0,Low,1.0,3,🏠 Homemakers & Seniors
460212,Male,Yes,35,Yes,Entertainment,11.0,Low,6.0,0,💎 High Value Professionals
460214,Female,Yes,45,Yes,Engineer,0.0,Average,2.0,0,💎 High Value Professionals
460222,Female,,73,Yes,Lawyer,4.0,High,,2,🌱 Young Starters
460223,Male,No,52,No,Entertainment,1.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
460227,Male,No,28,No,Healthcare,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
460242,Male,Yes,38,Yes,Healthcare,9.0,Low,3.0,3,🏠 Homemakers & Seniors
460243,Female,No,42,Yes,Entertainment,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460247,Female,No,26,No,Doctor,9.0,Low,,3,🏠 Homemakers & Seniors
460248,Female,No,27,Yes,Healthcare,7.0,Low,2.0,3,🏠 Homemakers & Seniors
460252,Male,Yes,41,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
460263,Male,Yes,41,Yes,Artist,1.0,Low,2.0,0,💎 High Value Professionals
460265,Male,Yes,47,Yes,Executive,0.0,High,4.0,0,💎 High Value Professionals
460270,Male,No,35,Yes,Doctor,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460272,Female,No,88,Yes,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
460275,Female,No,46,Yes,Artist,6.0,Low,1.0,3,🏠 Homemakers & Seniors
460276,Female,Yes,41,Yes,Artist,3.0,Low,2.0,3,🏠 Homemakers & Seniors
460281,Female,No,30,Yes,Doctor,10.0,Low,5.0,3,🏠 Homemakers & Seniors
460283,Male,Yes,43,Yes,Doctor,12.0,Low,2.0,3,🏠 Homemakers & Seniors
460284,Female,No,29,Yes,Entertainment,9.0,Low,2.0,3,🏠 Homemakers & Seniors
460287,Male,Yes,48,Yes,Artist,1.0,Low,1.0,0,💎 High Value Professionals
460289,Female,Yes,61,Yes,Artist,4.0,Average,6.0,0,💎 High Value Professionals
460298,Female,No,51,Yes,Lawyer,2.0,Low,1.0,3,🏠 Homemakers & Seniors
460303,Female,No,38,Yes,Artist,2.0,Low,1.0,3,🏠 Homemakers & Seniors
460305,Female,,49,Yes,Entertainment,0.0,High,1.0,0,💎 High Value Professionals
460306,Female,No,43,Yes,Healthcare,9.0,Low,1.0,3,🏠 Homemakers & Seniors
460310,Male,No,27,No,Healthcare,14.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460315,Female,No,35,No,Doctor,14.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
460319,Female,Yes,39,No,Doctor,4.0,Average,2.0,0,💎 High Value Professionals
460322,Female,Yes,52,No,Engineer,9.0,Low,,3,🏠 Homemakers & Seniors
460323,Female,No,38,Yes,Engineer,10.0,Low,1.0,3,🏠 Homemakers & Seniors
460324,Female,No,30,Yes,Entertainment,12.0,Low,2.0,3,🏠 Homemakers & Seniors
460327,Female,No,43,Yes,Artist,10.0,Low,1.0,3,🏠 Homemakers & Seniors
460333,Female,No,42,No,Entertainment,10.0,Low,4.0,3,🏠 Homemakers & Seniors
460336,Female,No,46,Yes,Artist,2.0,Low,1.0,3,🏠 Homemakers & Seniors
460340,Female,No,47,Yes,Artist,11.0,Low,2.0,3,🏠 Homemakers & Seniors
460341,Female,No,32,No,Entertainment,13.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
460344,Female,Yes,53,Yes,Artist,11.0,Average,2.0,3,🏠 Homemakers & Seniors
460346,Female,Yes,43,Yes,Artist,12.0,Average,,3,🏠 Homemakers & Seniors
460348,Female,No,39,Yes,Artist,0.0,Low,2.0,3,🏠 Homemakers & Seniors
460349,Male,,42,Yes,Artist,3.0,Average,2.0,0,💎 High Value Professionals
460354,Female,No,37,Yes,Artist,3.0,Low,1.0,3,🏠 Homemakers & Seniors
460356,Male,No,19,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460358,Male,No,30,No,Marketing,1.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
460361,Female,Yes,49,Yes,Artist,0.0,Low,1.0,0,💎 High Value Professionals
460362,Male,Yes,55,Yes,Healthcare,0.0,Low,3.0,0,💎 High Value Professionals
460365,Female,Yes,59,Yes,Doctor,1.0,Low,2.0,0,💎 High Value Professionals
460369,Female,Yes,46,Yes,Artist,,Low,2.0,0,💎 High Value Professionals
460370,Female,Yes,27,Yes,Executive,9.0,High,2.0,0,💎 High Value Professionals
460371,Female,No,25,Yes,Artist,1.0,Low,2.0,3,🏠 Homemakers & Seniors
460378,Female,No,37,Yes,Doctor,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460379,Male,No,38,Yes,Artist,9.0,Low,3.0,3,🏠 Homemakers & Seniors
460380,Male,No,29,Yes,Entertainment,9.0,Low,3.0,3,🏠 Homemakers & Seniors
460381,Male,No,28,Yes,Artist,11.0,Low,2.0,3,🏠 Homemakers & Seniors
460384,Female,Yes,27,Yes,Marketing,8.0,Low,2.0,3,🏠 Homemakers & Seniors
460387,Female,No,42,No,Entertainment,3.0,Low,2.0,3,🏠 Homemakers & Seniors
460388,Female,No,43,Yes,Artist,14.0,Low,2.0,3,🏠 Homemakers & Seniors
460389,Female,Yes,40,Yes,Healthcare,8.0,Average,2.0,3,🏠 Homemakers & Seniors
460390,Male,No,41,Yes,Artist,9.0,Low,3.0,3,🏠 Homemakers & Seniors
460392,Male,Yes,46,No,Entertainment,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460394,Female,No,32,Yes,Healthcare,9.0,Low,3.0,3,🏠 Homemakers & Seniors
460397,Female,No,56,Yes,Entertainment,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460399,Male,No,28,Yes,Marketing,12.0,Low,1.0,3,🏠 Homemakers & Seniors
460401,Female,No,25,Yes,Artist,0.0,Low,3.0,3,🏠 Homemakers & Seniors
460404,Male,Yes,42,Yes,Artist,6.0,Low,7.0,0,💎 High Value Professionals
460405,Female,No,41,Yes,Entertainment,5.0,Low,2.0,3,🏠 Homemakers & Seniors
460406,Male,Yes,36,Yes,Healthcare,3.0,Low,2.0,0,💎 High Value Professionals
460408,Female,No,42,Yes,Artist,2.0,Low,1.0,3,🏠 Homemakers & Seniors
460409,Female,No,42,Yes,Artist,8.0,Low,4.0,3,🏠 Homemakers & Seniors
460415,Female,No,55,Yes,Entertainment,1.0,Low,2.0,3,🏠 Homemakers & Seniors
460422,Male,Yes,52,Yes,Entertainment,1.0,High,,0,💎 High Value Professionals
460431,Female,No,47,Yes,Engineer,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460434,Male,,57,Yes,Artist,2.0,High,3.0,0,💎 High Value Professionals
460437,Female,No,26,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460440,Female,No,28,No,Artist,5.0,Low,2.0,3,🏠 Homemakers & Seniors
460443,Female,No,37,Yes,Doctor,0.0,Low,1.0,3,🏠 Homemakers & Seniors
460447,Male,,89,No,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
460449,Male,No,25,No,Marketing,2.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
460450,Male,Yes,50,Yes,Executive,1.0,High,4.0,0,💎 High Value Professionals
460453,Female,No,42,Yes,Doctor,5.0,Low,1.0,3,🏠 Homemakers & Seniors
460454,Male,No,48,Yes,Artist,,Low,1.0,3,🏠 Homemakers & Seniors
460457,Female,No,37,Yes,Entertainment,9.0,Low,,3,🏠 Homemakers & Seniors
460459,Female,No,30,No,Engineer,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
460460,Male,Yes,26,No,Entertainment,2.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460467,Female,Yes,47,Yes,Artist,,Average,2.0,0,💎 High Value Professionals
460470,Male,No,36,No,Healthcare,,Low,4.0,1,👨‍👩‍👧 Family Oriented
460476,Male,Yes,53,No,Doctor,,Average,4.0,0,💎 High Value Professionals
460477,Male,No,30,No,Entertainment,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
460484,Female,No,20,No,Healthcare,4.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
460485,Female,No,19,No,Marketing,8.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
460489,Male,No,19,No,Healthcare,9.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
460492,Female,No,37,No,Marketing,12.0,Low,,3,🏠 Homemakers & Seniors
460495,Male,No,20,No,Healthcare,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
460504,Male,,39,No,Executive,,Average,3.0,0,💎 High Value Professionals
460505,Female,No,26,Yes,Engineer,1.0,Low,3.0,3,🏠 Homemakers & Seniors
460507,Male,No,31,No,Doctor,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460508,Male,Yes,31,Yes,Healthcare,2.0,High,3.0,0,💎 High Value Professionals
460518,Female,Yes,41,Yes,Engineer,9.0,Average,3.0,0,💎 High Value Professionals
460522,Female,Yes,32,No,Homemaker,,Average,2.0,2,🌱 Young Starters
460541,Female,Yes,42,Yes,Homemaker,0.0,Average,3.0,0,💎 High Value Professionals
460542,Female,Yes,89,No,Lawyer,1.0,Low,,2,🌱 Young Starters
460545,Male,Yes,78,No,Lawyer,1.0,High,3.0,2,🌱 Young Starters
460546,Female,Yes,65,Yes,Lawyer,1.0,Low,2.0,2,🌱 Young Starters
460547,Female,Yes,48,Yes,Homemaker,0.0,Average,,2,🌱 Young Starters
460549,Male,No,36,Yes,Artist,8.0,Low,2.0,3,🏠 Homemakers & Seniors
460550,Female,Yes,55,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
460551,Male,Yes,52,Yes,Engineer,0.0,Average,2.0,0,💎 High Value Professionals
460555,Male,Yes,52,Yes,Homemaker,7.0,Average,3.0,0,💎 High Value Professionals
460556,Female,Yes,41,Yes,,1.0,Low,1.0,2,🌱 Young Starters
460558,Female,Yes,36,Yes,Engineer,,Low,1.0,3,🏠 Homemakers & Seniors
460561,Female,No,37,No,Engineer,7.0,Low,1.0,3,🏠 Homemakers & Seniors
460563,Female,No,40,No,Healthcare,1.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
460566,Male,Yes,38,Yes,Homemaker,,Average,2.0,0,💎 High Value Professionals
460571,Male,No,25,No,Doctor,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
460572,Female,No,33,Yes,Engineer,1.0,Low,4.0,3,🏠 Homemakers & Seniors
460574,Male,No,26,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460582,Female,No,28,No,Entertainment,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
460583,Male,No,18,No,Marketing,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
460585,Male,No,52,No,Entertainment,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
460586,Male,No,26,Yes,Healthcare,0.0,Low,2.0,3,🏠 Homemakers & Seniors
460588,Male,No,18,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460597,Female,No,20,No,Marketing,1.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
460598,Female,Yes,36,Yes,Doctor,0.0,Average,3.0,0,💎 High Value Professionals
460605,Male,Yes,27,Yes,Doctor,8.0,Average,2.0,0,💎 High Value Professionals
460606,Male,No,21,No,Healthcare,,Low,5.0,1,👨‍👩‍👧 Family Oriented
460612,Male,No,27,Yes,Entertainment,8.0,Low,4.0,3,🏠 Homemakers & Seniors
460615,Female,No,28,Yes,Healthcare,,Low,,3,🏠 Homemakers & Seniors
460618,Male,Yes,63,Yes,Lawyer,,Low,4.0,2,🌱 Young Starters
460619,Male,No,48,Yes,Entertainment,,Low,,3,🏠 Homemakers & Seniors
460621,Male,Yes,80,Yes,Lawyer,1.0,Low,2.0,2,🌱 Young Starters
460622,Female,Yes,71,Yes,Lawyer,7.0,High,3.0,2,🌱 Young Starters
460626,Male,Yes,47,No,Doctor,8.0,High,4.0,0,💎 High Value Professionals
460627,Female,No,22,No,,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460633,Male,Yes,35,Yes,,,High,2.0,2,🌱 Young Starters
460634,Female,No,40,No,Entertainment,,Low,6.0,1,👨‍👩‍👧 Family Oriented
460637,Female,No,18,No,Healthcare,,Low,,1,👨‍👩‍👧 Family Oriented
460638,Female,No,26,Yes,Artist,0.0,Low,4.0,3,🏠 Homemakers & Seniors
460639,Female,Yes,73,Yes,Lawyer,,Low,5.0,2,🌱 Young Starters
460640,Male,Yes,86,,Lawyer,,Low,1.0,2,🌱 Young Starters
460645,Female,No,37,No,Doctor,1.0,Low,2.0,3,🏠 Homemakers & Seniors
460646,Male,Yes,59,Yes,Entertainment,,Low,,0,💎 High Value Professionals
460653,Female,No,28,No,Homemaker,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460656,Female,Yes,29,Yes,Artist,9.0,Low,3.0,3,🏠 Homemakers & Seniors
460658,Female,Yes,37,Yes,Marketing,7.0,Average,3.0,2,🌱 Young Starters
460659,Female,Yes,46,Yes,Marketing,,Average,3.0,2,🌱 Young Starters
460660,Male,No,39,,Entertainment,6.0,Low,1.0,3,🏠 Homemakers & Seniors
460661,Female,No,33,No,Homemaker,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460668,Female,No,32,Yes,Doctor,,Low,2.0,3,🏠 Homemakers & Seniors
460678,Female,No,32,No,Doctor,6.0,Low,2.0,3,🏠 Homemakers & Seniors
460686,Female,,25,No,Homemaker,8.0,Low,1.0,0,💎 High Value Professionals
460687,Female,Yes,48,Yes,Homemaker,9.0,Average,2.0,3,🏠 Homemakers & Seniors
460691,Female,No,27,No,Homemaker,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460702,Female,No,49,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460703,Female,Yes,33,Yes,Engineer,8.0,Average,5.0,0,💎 High Value Professionals
460706,Female,No,33,No,Engineer,7.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
460708,Male,Yes,39,Yes,Artist,0.0,Low,3.0,0,💎 High Value Professionals
460716,Male,Yes,50,Yes,Entertainment,0.0,Average,4.0,0,💎 High Value Professionals
460719,Female,Yes,84,Yes,Lawyer,0.0,Low,,2,🌱 Young Starters
460720,Female,Yes,46,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
460722,Male,Yes,31,No,Entertainment,0.0,Average,3.0,0,💎 High Value Professionals
460726,Male,Yes,57,Yes,Artist,3.0,Average,2.0,0,💎 High Value Professionals
460727,Male,Yes,73,No,Executive,1.0,High,4.0,2,🌱 Young Starters
460729,Male,Yes,36,Yes,Entertainment,9.0,Low,4.0,3,🏠 Homemakers & Seniors
460733,Male,No,53,Yes,Marketing,2.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460734,Male,Yes,41,Yes,Entertainment,9.0,Average,,0,💎 High Value Professionals
460738,Female,No,53,No,Engineer,0.0,Low,,3,🏠 Homemakers & Seniors
460740,Male,Yes,35,Yes,Artist,2.0,Average,3.0,0,💎 High Value Professionals
460743,Male,Yes,62,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
460746,Male,No,23,No,Marketing,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
460763,Male,No,51,Yes,Artist,1.0,Low,2.0,3,🏠 Homemakers & Seniors
460769,Female,Yes,83,No,Lawyer,1.0,High,2.0,2,🌱 Young Starters
460780,Female,No,26,Yes,Healthcare,0.0,Low,2.0,3,🏠 Homemakers & Seniors
460783,Male,Yes,86,Yes,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
460785,Male,No,26,Yes,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460789,Male,Yes,42,Yes,Executive,0.0,Low,3.0,0,💎 High Value Professionals
460794,Female,Yes,41,Yes,Homemaker,9.0,Low,1.0,3,🏠 Homemakers & Seniors
460796,Male,Yes,67,No,Lawyer,0.0,Low,3.0,2,🌱 Young Starters
460802,Male,Yes,68,Yes,Lawyer,1.0,High,2.0,2,🌱 Young Starters
460811,Female,Yes,45,No,Engineer,0.0,High,2.0,0,💎 High Value Professionals
460813,Female,Yes,86,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
460815,Male,Yes,62,Yes,Artist,0.0,High,2.0,0,💎 High Value Professionals
460822,Male,Yes,42,Yes,Artist,1.0,Low,2.0,0,💎 High Value Professionals
460825,Male,No,26,Yes,Doctor,0.0,Low,3.0,3,🏠 Homemakers & Seniors
460828,Male,No,48,No,Entertainment,1.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
460830,Male,Yes,40,No,Entertainment,3.0,Average,5.0,0,💎 High Value Professionals
460831,Male,No,20,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460837,Female,No,25,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460838,Male,No,37,Yes,Artist,1.0,Low,,3,🏠 Homemakers & Seniors
460840,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
460844,Male,Yes,50,Yes,Healthcare,,Low,2.0,0,💎 High Value Professionals
460846,Female,No,22,No,Marketing,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460847,Male,No,26,Yes,Artist,1.0,Low,3.0,3,🏠 Homemakers & Seniors
460851,Male,Yes,71,No,Doctor,0.0,Average,3.0,0,💎 High Value Professionals
460855,Male,Yes,50,Yes,Artist,,Low,2.0,0,💎 High Value Professionals
460857,Male,No,29,No,Entertainment,1.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
460859,Male,Yes,51,Yes,Entertainment,,Low,4.0,0,💎 High Value Professionals
460860,Male,Yes,52,Yes,Artist,6.0,Average,4.0,0,💎 High Value Professionals
460861,Male,No,20,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
460866,Male,No,26,Yes,Doctor,0.0,Low,9.0,1,👨‍👩‍👧 Family Oriented
460870,Male,No,37,Yes,Healthcare,,Low,,3,🏠 Homemakers & Seniors
460871,Female,No,33,Yes,Healthcare,,Low,,3,🏠 Homemakers & Seniors
460872,Female,Yes,39,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
460877,Female,Yes,53,No,Artist,1.0,Average,5.0,0,💎 High Value Professionals
460878,Male,Yes,49,No,Entertainment,0.0,Average,4.0,0,💎 High Value Professionals
460882,Male,No,21,No,Healthcare,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
460888,Male,Yes,39,No,Homemaker,8.0,Low,1.0,3,🏠 Homemakers & Seniors
460891,Female,Yes,38,No,Artist,2.0,Average,4.0,0,💎 High Value Professionals
460897,Male,No,22,No,Healthcare,4.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460898,Male,Yes,52,No,Artist,2.0,Average,4.0,0,💎 High Value Professionals
460899,Male,No,40,Yes,Entertainment,,Low,3.0,3,🏠 Homemakers & Seniors
460901,Male,No,20,No,Doctor,8.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
460902,Male,No,41,Yes,Executive,1.0,Low,3.0,3,🏠 Homemakers & Seniors
460905,Male,No,30,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
460906,Female,Yes,89,Yes,Lawyer,1.0,High,3.0,2,🌱 Young Starters
460907,Male,Yes,83,No,Lawyer,1.0,High,3.0,2,🌱 Young Starters
460923,Male,Yes,53,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
460924,Male,No,31,No,Doctor,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
460928,Male,Yes,48,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
460934,Female,No,29,No,Doctor,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
460935,Male,Yes,87,Yes,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
460945,Male,No,19,No,Engineer,4.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
460953,Male,Yes,60,No,Entertainment,1.0,Low,2.0,0,💎 High Value Professionals
460961,Male,No,23,No,Healthcare,1.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
460962,Male,Yes,61,Yes,Executive,9.0,High,4.0,0,💎 High Value Professionals
460963,Female,No,27,Yes,Artist,1.0,Low,3.0,3,🏠 Homemakers & Seniors
460968,Male,Yes,32,No,Doctor,14.0,Average,2.0,3,🏠 Homemakers & Seniors
460975,Male,Yes,79,,Lawyer,0.0,High,2.0,2,🌱 Young Starters
460976,Male,No,19,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
460977,Male,Yes,42,Yes,Executive,0.0,High,3.0,0,💎 High Value Professionals
460979,Male,Yes,76,No,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
